,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
11,d20190116,9.602248,9.705369000000001,10.6633355,0.0,0.0,0.0,10.9025495,10.265874499999999,10.478427,0.0,0.0,0.0,8.996066947368421,8.881350184210525,10.115919789473683,0.0,0.0,0.0,10.427358500000002,9.715974342105262,9.630031315789475,0.0,0.0,0.0,8.934182666666667,8.720479333333333,9.943659333333335,0.0,0.0,0.0,10.248711,9.399082666666667,9.366912333333334,0.0,0.0,0.0,against,for
12,d20181111,10.638795,10.73909675,10.556542,0.0,0.0,0.0,11.575779,10.187481,11.190833000000001,0.0,0.0,0.0,9.817987577777778,9.531975583333333,9.71364023888889,0.0,0.0,0.0,10.72793877777778,9.185397861111111,9.959253249999998,0.0,0.0,0.0,10.295580999999999,10.1159875,10.384957125,0.0,0.0,0.0,11.2032055,9.836013,10.68272125,0.0,0.0,0.0,against,against
13,d20181101,11.210226,10.624149,9.600542,0.0,0.0,0.0,10.958868,9.889587,10.000568,0.0,0.0,0.0,10.423120999999998,9.861332157894735,9.029755157894739,0.0,0.0,0.0,9.980060052631579,8.981638426315788,9.18639710526316,0.0,0.0,0.0,10.709239375,10.021749,9.389832499999999,0.0,0.0,0.0,10.4176715,9.24188975,9.5553935,0.0,0.0,0.0,against,against
14,d20181011,11.133505666666666,10.694512333333334,10.993305666666666,0.0,0.0,0.0,10.91174,10.731638666666667,10.960857333333331,0.0,0.0,0.0,9.314350793181818,8.788026667045452,9.103568723863635,0.0,0.0,0.0,8.382543017045453,8.479008295454546,8.756353070454542,0.0,0.0,0.0,9.828631,9.355934,9.585109333333333,0.0,0.0,0.0,8.723926666666665,8.853647666666667,9.059288,0.0,0.0,0.0,against,against
15,d20180926,10.767740666666667,11.578651333333333,10.273605333333334,0.0,0.0,0.0,11.487707333333333,10.451170333333334,10.794433666666668,0.0,0.0,0.0,9.503589865384617,10.247123861538462,8.891555138461538,0.0,0.0,0.0,10.160947557692309,9.484652876923077,9.655543619230768,0.0,0.0,0.0,10.4435381,11.0226735,9.6349314,0.0,0.0,0.0,11.2807648,10.0933208,10.470699100000001,0.0,0.0,0.0,for,for
16,d20180628,10.286294,11.073880666666668,10.415664999999999,0.0,0.0,0.0,10.102368666666667,9.436198333333332,9.428792166666666,0.0,0.0,0.0,8.911190257894738,9.522289689473684,9.029912089473685,0.0,0.0,0.0,8.773705213157896,8.053222047368422,7.9983076526315795,0.0,0.0,0.0,8.584947,9.519882,9.017168,0.0,0.0,0.0,8.578215,7.9848976,7.6318274,0.0,0.0,0.0,against,against
17,d20180626,10.541343666666666,12.070384666666667,10.600745666666667,0.0,0.0,0.0,12.003392,11.647065666666668,11.618118666666668,0.0,0.0,0.0,9.19691880612245,10.018349783673472,9.280811332653064,0.0,0.0,0.0,10.458292663265306,10.25862587959184,10.243242102040815,0.0,0.0,0.0,10.263524,11.663904625,10.53579325,0.0,0.0,0.0,11.682992250000002,11.690756,11.562011875,0.0,0.0,0.0,against,against
18,d20180623,12.771183333333333,10.167892,10.734136333333332,0.0,0.0,0.0,11.099930666666666,9.966032333333333,10.350727333333333,0.0,0.0,0.0,11.19900608974359,8.774458128205127,9.205216994871796,0.0,0.0,0.0,9.481602441025641,8.590974505128205,8.969748479487178,0.0,0.0,0.0,12.013134714285716,9.468691857142858,9.967398571428571,0.0,0.0,0.0,10.475791428571428,9.575409142857142,9.778914,0.0,0.0,0.0,against,against
19,d20180514,13.329637333333332,11.283192666666666,11.47713,0.0,0.0,0.0,10.388592333333333,10.802859166666666,10.216617666666666,0.0,0.0,0.0,11.991712,9.825392938636362,10.351470815909089,0.0,0.0,0.0,8.914674606818183,9.591293343181817,8.712239488636364,0.0,0.0,0.0,12.819593285714287,10.756038857142856,11.257827571428573,0.0,0.0,0.0,9.831328999999998,10.469356285714285,9.699045428571429,0.0,0.0,0.0,for,for
21,d20180421,8.23793485,10.282605875000002,9.87247075,9.122898875,0.0,0.0,9.276119425,10.279661,9.394959725,9.16833,0.0,0.0,7.1071629946428585,8.929296030357145,8.549377626190477,7.906309449404761,0.0,0.0,7.867423598809526,9.026221650000002,7.969270058928575,8.121779236904759,0.0,0.0,7.465865716666666,9.284747166666666,8.742249833333334,8.261816466666666,0.0,0.0,8.2341679,9.293895783333333,8.22752525,8.411293749999999,0.0,0.0,against,against
22,d20180417,9.904522833333333,10.920107333333334,9.105911333333333,11.008391333333334,0.0,0.0,9.793988,10.452119333333334,10.310025666666666,10.764538,0.0,0.0,7.765167464285713,8.349833414285717,7.04234070982143,8.442905378571428,0.0,0.0,8.063021546428569,8.238780516964285,7.962833186607143,8.23921747232143,0.0,0.0,8.317886371428573,8.936879242857144,7.413485385714284,8.910451499999999,0.0,0.0,8.598984407142856,8.786108392857143,8.435014521428572,8.719491785714286,0.0,0.0,against,against
24,d20180309,9.489065333333334,10.057504666666667,10.363152,0.0,0.0,0.0,9.242426,9.544679,10.540214333333333,0.0,0.0,0.0,7.914920368750001,8.360277243750001,8.978313909374997,0.0,0.0,0.0,7.951770778124999,8.18782215,8.448338075,0.0,0.0,0.0,8.646938333333333,9.034764766666667,9.74217625,0.0,0.0,0.0,8.663706183333334,8.83913055,9.418597499999999,0.0,0.0,0.0,against,for
25,d20180206,11.526205666666664,10.043456333333333,10.037182,9.365584333333333,0.0,0.0,10.297638666666666,9.766057666666667,9.974426333333334,9.724205,0.0,0.0,10.343028599999998,9.182564696666667,8.87367236,8.38582965333333,0.0,0.0,8.75530926,8.561208016666667,8.519008276666666,8.510682210000002,0.0,0.0,9.893563823076924,8.871858407692308,8.681328338461539,8.204415876923076,0.0,0.0,8.419787207692307,8.245148807692308,8.384403023076924,8.166944584615385,0.0,0.0,against,against
26,d20171207,10.212737666666667,11.840344,11.950769666666666,0.0,0.0,0.0,10.3036105,10.692628,10.994146,0.0,0.0,0.0,9.005593426829268,10.058663821951223,10.27016695121951,0.0,0.0,0.0,8.762404302439025,8.968375175609756,9.635912836585366,0.0,0.0,0.0,9.05577106,10.0312526,10.20644834,0.0,0.0,0.0,8.769865800000002,8.8653224,9.6640784,0.0,0.0,0.0,against,against
27,d20171024,9.306019333333333,10.499201333333334,9.502589,10.752218,0.0,0.0,10.892203333333333,10.881336,9.881293,9.829261333333335,0.0,0.0,7.537139059154929,8.720491240140849,7.682320025352113,8.477681797887328,0.0,0.0,8.491623802112674,8.783731275352114,8.179523324647887,7.690797793661968,0.0,0.0,8.66312525,10.159276,8.867462,10.09228825,0.0,0.0,10.089106125,10.24201025,9.3192365,9.215409,0.0,0.0,for,for
28,d20171003,9.957158,10.142872,11.043248,10.251784,0.0,0.0,11.364547,10.578608,11.487169,11.126862,0.0,0.0,8.108474210638297,8.488944482978722,9.341322536170212,8.742682802127662,0.0,0.0,9.461807661702128,8.787795099999999,9.569788806382979,9.35330124893617,0.0,0.0,8.643172999999999,8.890242116666666,9.942787833333334,9.041550833333334,0.0,0.0,9.86916705,9.246398616666667,10.264041566666666,9.834045833333333,0.0,0.0,for,for
29,d20170928,10.323220625,9.850114375,9.63021875,10.320083,0.0,0.0,10.4394145,10.38562,9.149023,10.37131875,0.0,0.0,8.756943625000002,8.694401988999997,8.280050358,8.614242115000001,0.0,0.0,9.266789244000003,9.229509060999996,7.953951267999997,9.027621591000003,0.0,0.0,8.743808,8.461907928571428,8.2086226,8.5479478,0.0,0.0,9.10843562857143,9.161095428571429,7.921037328571428,8.961198385714285,0.0,0.0,against,against
30,d20170606,11.631580666666666,10.504636,10.582466666666667,11.403218500000001,0.0,0.0,12.652792,11.299824666666666,10.400738666666667,11.271688666666668,10.433413333333334,0.0,11.087507913793104,9.536198793103452,10.149712017241383,10.521258568965516,0.0,0.0,11.996278137931034,10.56291374137931,9.72358595172414,10.59204448275862,9.84058725862069,0.0,10.16448694,8.8194876,9.43138316,9.918744199999999,0.0,0.0,11.060501,9.77011992,8.989752200000002,9.883201640000001,9.140825060000001,0.0,against,for
31,d20170510,11.319749999999999,10.592296666666666,9.903623333333334,11.866035333333334,0.0,0.0,10.391382333333334,11.980426,9.999106,10.246559666666666,0.0,0.0,10.259161653846153,10.029841903846151,9.077042192307694,11.4436785,0.0,0.0,9.391524500000003,10.189075846153846,9.434409,9.534850192307694,0.0,0.0,10.3457635,10.55862275,9.26415575,11.729448625,0.0,0.0,9.81143925,10.52396375,9.6504205,9.60681275,0.0,0.0,for,for
32,d20170406,9.874058499999999,10.047016666666666,9.407102333333333,10.844291,0.0,0.0,10.067511000000001,10.994651833333334,11.105481,10.176029666666667,0.0,0.0,9.009271992307692,8.945837894871797,8.583015438461537,10.06278303846154,0.0,0.0,9.425851987179486,10.05222176923077,9.950371064102562,9.369817205128205,0.0,0.0,9.21102325,9.454539125,8.94187325,10.268451625,0.0,0.0,10.006159,10.4374455,10.515876250000002,9.662909,0.0,0.0,for,against
33,d20170322,10.136510000000001,10.618096666666666,11.658229666666665,0.0,0.0,0.0,10.196173333333332,10.877609666666666,10.615633666666668,0.0,0.0,0.0,8.91507669361702,9.18023080851064,10.224213282978722,0.0,0.0,0.0,9.020984702127663,9.553124870212766,9.379940919148934,0.0,0.0,0.0,9.996951750000001,10.36552825,11.515995,0.0,0.0,0.0,9.978317375,10.5103085,9.928775000000002,0.0,0.0,0.0,against,against
35,d20170208,11.949087333333333,10.746812333333333,10.528581333333333,0.0,0.0,0.0,10.370511666666665,10.378069833333335,10.628148999999999,0.0,0.0,0.0,10.44923454807692,9.054464757692308,9.033110584615384,0.0,0.0,0.0,9.29166775,8.45384693653846,8.719309523076925,0.0,0.0,0.0,11.659617599999999,10.141651800000002,10.1065295,0.0,0.0,0.0,10.2905476,9.6560734,9.829826299999999,0.0,0.0,0.0,against,against
36,d20170201,11.780909,12.103281,11.149744,0.0,0.0,0.0,10.375717,10.8438015,9.168995,0.0,0.0,0.0,9.707502134666667,9.764893521333333,8.819062051999996,0.0,0.0,0.0,8.32606961066667,8.752549029333329,7.5093730573333355,0.0,0.0,0.0,11.25494325,11.189026,10.21835375,0.0,0.0,0.0,9.659073125,10.11799125,8.5784345,0.0,0.0,0.0,against,against
37,d20170111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,against,undecided
38,d20161207,10.771378333333333,10.398617,11.166128666666665,0.0,0.0,0.0,10.835444666666666,11.292081333333334,10.850932333333333,0.0,0.0,0.0,9.792918853658538,9.676710707317074,10.173403634146341,0.0,0.0,0.0,10.121434339024388,10.232764951219512,10.083260078048777,0.0,0.0,0.0,9.9997335,9.699060625,10.272573249999999,0.0,0.0,0.0,10.31050025,10.6001075,10.289603,0.0,0.0,0.0,against,against
39,d20161129,11.476920999999999,11.609654999999998,10.928788666666668,10.058987499999999,0.0,0.0,10.984526666666667,9.948982,11.038618166666666,10.429554666666666,0.0,0.0,9.943394873584904,10.35321453773585,9.981630209433963,8.742289824528301,0.0,0.0,9.879890205660379,9.017082569811322,9.763443988679242,9.06285182264151,0.0,0.0,10.922783249999998,11.0352325,10.4032415,9.454407000000002,0.0,0.0,10.60556875,9.516051375,10.648414125,10.131915249999999,0.0,0.0,for,for
40,d20161114,11.111903333333332,11.338523666666667,11.071462666666667,0.0,0.0,0.0,11.545536,11.361108666666667,11.181790999999999,11.288393,0.0,0.0,10.263547937500002,10.717654562499998,10.4600000625,0.0,0.0,0.0,10.943837375000001,10.832704125,10.601083156249999,10.8104040625,0.0,0.0,10.68903675,11.061215500000001,10.5322375,0.0,0.0,0.0,11.044597,10.751224,10.923060000000001,10.803041000000002,0.0,0.0,against,against
41,d20161026,10.593979666666668,10.554592999999999,10.066459666666667,10.788765333333336,10.431561666666667,0.0,10.75768,10.3823565,11.925272999999999,9.850723666666665,9.93806,0.0,9.367959517283952,9.038781566666664,8.521516028395066,9.358157171604933,9.326700432098763,0.0,9.3943092,9.173665496296296,10.33747963950617,8.119440975308644,8.596918071604936,0.0,10.14747925,10.28607875,9.414418125,10.229302125,10.16735375,0.0,10.42724175,10.009442,11.435827,8.657408,9.2986755,0.0,against,against
42,d20161013,11.1500985,11.304724,10.682618333333332,11.447745333333332,0.0,0.0,10.551952833333333,9.884942,10.823451333333333,11.495179,0.0,0.0,10.101780687878788,10.035710925757577,9.536894665151518,9.897210327272727,0.0,0.0,9.536736730303033,8.848780763636363,9.384521136363638,10.38376645909091,0.0,0.0,9.924158,9.772803340000001,9.11632034,9.6591636,0.0,0.0,9.4711471,8.703200200000001,9.35985746,10.1930916,0.0,0.0,against,for
43,d20160913,10.782674333333333,9.584899666666667,10.737549333333334,0.0,0.0,0.0,10.149682333333333,8.859048000000001,10.971989333333333,0.0,0.0,0.0,9.904589211538461,9.097594403846152,9.93627001923077,0.0,0.0,0.0,9.582958134615385,8.111275842307693,10.429801576923072,0.0,0.0,0.0,10.38737525,9.051251999999998,10.2521905,0.0,0.0,0.0,9.997366249999999,8.422765625,10.716032,0.0,0.0,0.0,for,for
44,d20160907,9.920386333333333,10.902388833333333,9.93321,10.241599333333333,9.839068666666668,0.0,10.465383,9.943259333333332,10.870638666666666,11.015344333333331,10.743115000000001,0.0,9.30076614,10.242813036666666,9.279197796666667,9.56579878,8.7359368,0.0,9.518380756666664,9.222089453333336,9.852118113333335,10.139842066666667,10.078384539999998,0.0,10.02809825,10.942125,10.324287875,10.10641625,9.46539725,0.0,10.1884955,10.310904749999999,10.53298375,10.837362375,10.992382500000001,0.0,against,for
45,d20160608,9.946414666666668,10.700302666666667,12.05719,10.429887666666666,10.715591666666668,0.0,10.053560666666666,10.430337333333332,10.665910333333334,11.464576333333333,11.068057666666666,0.0,9.287129539999999,9.876701315000002,10.962572025000002,9.01909502,10.18675713,0.0,9.492770874999998,9.492206685000001,9.819786005,10.531185924999999,10.593481579999999,0.0,9.7235775,10.20217125,11.2301615,9.469308250000001,10.36348575,0.0,9.863121249999999,10.11473975,10.291551875,10.796056,10.94005525,0.0,against,against
46,d20160504,9.851123,9.683938666666668,12.168346333333332,11.750417333333333,0.0,0.0,11.614866333333334,10.520335666666666,11.857175,11.419574333333335,0.0,0.0,8.682858057142859,8.795293288571429,10.98778212857143,10.628810414285713,0.0,0.0,10.661740157142853,9.647001300000001,10.951229000000001,10.419431328571429,0.0,0.0,9.164503,9.42717275,11.918534000000001,11.358701499999999,0.0,0.0,11.014163,10.1593995,11.5208385,10.9328115,0.0,0.0,against,against
47,d20160406,10.034035000000001,10.742256166666666,9.080231,0.0,0.0,0.0,10.595886,11.125843666666666,10.251341666666667,0.0,0.0,0.0,9.04933346551724,9.898072337931035,8.35168682413793,0.0,0.0,0.0,9.420409413793106,9.951487155172414,9.334923334482761,0.0,0.0,0.0,9.525495666666666,10.080482666666667,8.970749,0.0,0.0,0.0,9.816778,10.054284,9.381943666666666,0.0,0.0,0.0,against,against
48,d20160309,11.6375995,10.986549,10.2765535,10.458451,0.0,0.0,11.05344,10.45067325,10.8264925,11.221160000000001,0.0,0.0,10.931033107142857,10.145771475,9.554281510714286,9.588419964285716,0.0,0.0,10.308217517857143,9.440876339285712,10.169102339285713,10.424272785714283,0.0,0.0,11.21854175,10.25601675,9.75266725,9.661311874999999,0.0,0.0,10.875914250000001,9.8961335,10.284141,10.85016475,0.0,0.0,for,for
49,d20160301,11.492142666666666,10.208177916666667,10.43878375,0.0,0.0,0.0,10.861573666666667,10.5534995,11.126084999999998,0.0,0.0,0.0,10.455863541025641,9.311611015384617,9.649153884615384,0.0,0.0,0.0,9.767506397435897,9.627625307692309,10.253727782051282,0.0,0.0,0.0,11.78966225,10.28399375,10.57417325,0.0,0.0,0.0,10.944995,10.538024750000002,10.9792195,0.0,0.0,0.0,for,for
50,d20160203,8.761276,10.501556,11.118933,0.0,0.0,0.0,10.453018,8.957956,10.309352,0.0,0.0,0.0,9.001937437499999,10.559226718749999,10.826395500000002,0.0,0.0,0.0,10.2183828125,9.223601937500002,10.034357000000002,0.0,0.0,0.0,8.581405,11.085161,10.863736,0.0,0.0,0.0,10.398605,9.266968,10.415666,0.0,0.0,0.0,against,against
51,d20160113,10.992661499999999,9.699665666666666,9.807365,0.0,0.0,0.0,11.275927333333334,11.520017666666666,11.860097333333334,0.0,0.0,0.0,9.814783086956519,9.110160417391306,8.728656082608696,0.0,0.0,0.0,10.744150804347825,10.880022565217391,11.173041478260869,0.0,0.0,0.0,10.266752499999999,9.47448025,9.211802249999998,0.0,0.0,0.0,11.12536525,11.446427,11.38690125,0.0,0.0,0.0,for,for
52,d20151203,10.495633666666668,10.2431305,10.87706,0.0,0.0,0.0,11.627860666666669,11.452574666666665,11.151448333333333,0.0,0.0,0.0,8.219003801960781,8.517732929411764,9.19187936862745,0.0,0.0,0.0,9.737875339215684,10.31785958431373,9.709564690196078,0.0,0.0,0.0,9.67948925,9.69017625,10.473614375,0.0,0.0,0.0,11.047896000000001,11.238595499999999,10.792350250000002,0.0,0.0,0.0,against,against
53,d20151118,11.78403,11.996636,10.918633,0.0,0.0,0.0,11.442011,10.926073,10.095412,11.697707,0.0,0.0,10.450958571428572,10.454117273809524,9.702575923809526,0.0,0.0,0.0,10.428663285714284,9.455996342857143,8.72281432857143,10.353465592857145,0.0,0.0,11.118227666666668,10.676082333333333,9.860022333333333,0.0,0.0,0.0,10.736681666666668,9.975464833333334,8.926639333333332,10.845187333333334,0.0,0.0,against,against
54,d20151110,9.935513666666667,10.276406666666666,10.774101666666667,0.0,0.0,0.0,12.151885666666665,11.370134,10.048194333333333,0.0,0.0,0.0,9.326357404761904,9.959175404761904,10.055656738095237,0.0,0.0,0.0,11.463266714285718,10.946239714285712,9.740307357142857,0.0,0.0,0.0,9.52030275,10.305609999999998,10.28039575,0.0,0.0,0.0,11.93838575,11.273236749999999,9.724617875,0.0,0.0,0.0,against,for
55,d20151102,8.797534333333333,10.702710333333334,10.136310333333334,10.794037000000001,0.0,0.0,10.230599666666668,10.500680333333333,10.062940666666668,10.804539999999998,0.0,0.0,8.64488605882353,10.326198764705882,9.851212411764706,10.135949823529414,0.0,0.0,9.757762294117647,9.861058529411764,9.701807764705881,10.608812470588234,0.0,0.0,8.31887635,10.09684475,9.6415865,10.49815775,0.0,0.0,9.71130425,9.730250499999999,9.585859124999999,10.47367425,0.0,0.0,for,against
56,d20151027,9.809922333333333,9.516712166666666,11.471377333333335,11.401865999999998,0.0,0.0,11.940803,10.764324666666667,11.176016333333335,11.124506333333334,0.0,0.0,8.972038197826086,8.62823051304348,10.331696695652177,10.296900054347825,0.0,0.0,10.731397958695652,9.936271108695651,9.93915597826087,10.058680195652173,0.0,0.0,9.46616775,9.1043445,10.9170975,10.878974,0.0,0.0,11.670409,10.527624,10.429157,10.740375125,0.0,0.0,for,for
57,d20151014,11.598481833333333,9.8843515,10.997823666666667,0.0,0.0,0.0,11.360620666666668,12.209724333333334,11.752359999999998,0.0,0.0,0.0,9.881880286206897,8.397250372413794,9.214849672413795,0.0,0.0,0.0,9.494158612068965,10.796447706896554,10.143711874137928,0.0,0.0,0.0,11.020248,9.275406,10.39053225,0.0,0.0,0.0,10.86702,11.971957,11.30014325,0.0,0.0,0.0,against,against
58,d20150916,9.2329988,11.067203499999998,10.14377065,0.0,0.0,0.0,9.75070625,8.9140139,11.206077,0.0,0.0,0.0,8.874180193333334,10.563553983333332,9.751775990000002,0.0,0.0,0.0,9.189377686666663,8.677271366666666,11.046435716666663,0.0,0.0,0.0,9.26302525,11.066093250000002,10.134489250000001,0.0,0.0,0.0,9.844177250000001,9.0483865,11.5223615,0.0,0.0,0.0,against,for
60,d20150602,10.292303333333335,11.284662666666668,10.359194666666667,9.4700745,0.0,0.0,8.834916333333334,10.580476666666668,11.865194,0.0,0.0,0.0,9.256512583333334,10.759125916666669,10.156316666666665,8.974959816666667,0.0,0.0,8.228622916666668,9.836427875,11.370994541666667,0.0,0.0,0.0,9.739111000000001,10.93175875,10.292196999999998,9.537176625,0.0,0.0,8.69832025,10.17130525,11.58899525,0.0,0.0,0.0,against,for
61,d20150526,11.478032,13.02279925,11.020391,0.0,0.0,0.0,10.517164000000001,10.711496499999999,11.106838499999999,0.0,0.0,0.0,10.148699588524591,11.010121022950818,9.6510262147541,0.0,0.0,0.0,8.787786455737706,9.292310096721312,9.415566432786884,0.0,0.0,0.0,10.9792645,11.93970275,10.42398075,0.0,0.0,0.0,9.64145225,10.25257,10.558265500000001,0.0,0.0,0.0,against,for
62,d20150513,9.0372735,11.126687,9.5793635,9.523437,9.5155985,0.0,9.5616105,9.9937995,10.6287775,9.642266500000002,0.0,0.0,8.703535804545453,10.624940322727271,9.429810747727272,9.008059611363638,9.261285568181819,0.0,8.990970525,9.264143550000002,9.910699968181818,9.099271029545454,0.0,0.0,9.401214249999999,11.342649125,10.22773475,9.75930675,9.973483375,0.0,9.85527775,10.40956175,10.891752624999999,9.8040615,0.0,0.0,for,for
63,d20150415,11.740599,8.510434,10.159939,11.024613,10.966041,0.0,10.852542,10.673152,11.847377,10.555704,10.836989,0.0,10.204244586666665,7.343275206666667,8.072606,9.621860993333334,9.27760896,0.0,8.969161813333335,9.113510083333333,10.286873556666666,9.097856203333334,8.881440706666668,0.0,11.550005500000001,8.740589,9.339579,10.6936725,10.655142999999999,0.0,10.52683,10.3432,11.4567965,9.9126245,10.350034,0.0,against,for
64,d20150331,9.673505500000001,11.048975250000002,9.70164475,0.0,0.0,0.0,10.329274,10.4158175,9.2362025,9.267494874999999,0.0,0.0,8.060166326923078,9.464653938461538,8.342148326923077,0.0,0.0,0.0,8.182184217307691,9.20955876153846,8.203601271153847,8.00481815769231,0.0,0.0,9.344507749999998,10.583979374999998,9.1340365,0.0,0.0,0.0,9.388242,10.21645175,9.429727000000002,9.2861635,0.0,0.0,against,undecided
65,d20150311,10.235561666666666,10.189446333333333,11.766486333333333,0.0,0.0,0.0,8.784676666666668,10.343698000000002,10.156152333333333,0.0,0.0,0.0,8.98255541142857,9.013833822857146,10.568273179999997,0.0,0.0,0.0,7.673757780000001,9.39071264857143,9.129167251428573,0.0,0.0,0.0,10.744394,10.0794085,11.37279466666667,0.0,0.0,0.0,9.093523333333335,10.2020275,10.034554333333334,0.0,0.0,0.0,against,against
66,d20150224,10.409547375,9.86260975,10.591568500000001,0.0,0.0,0.0,11.1488425,10.30535325,11.77765875,0.0,0.0,0.0,9.0932819975,8.4135549375,9.1469911575,0.0,0.0,0.0,10.316888314999998,8.893486942500001,9.640981712499997,0.0,0.0,0.0,10.354900999999998,9.57767125,10.436169,0.0,0.0,0.0,11.354578375000001,10.290305499999999,11.707601125,0.0,0.0,0.0,for,for
67,d20150211,9.45776725,10.26795875,11.77818325,9.426556999999999,0.0,0.0,9.84743725,10.18011675,12.806971999999998,10.11404525,0.0,0.0,8.391923889130435,8.432737434782608,10.64806731521739,8.396154669565218,0.0,0.0,8.907669180434784,9.164996282608696,11.605258221739128,8.794858554347828,0.0,0.0,8.76114932,8.762486999999998,11.153030000000001,8.60072,0.0,0.0,9.15424372,9.49802964,11.9436146,9.246745700000002,0.0,0.0,for,against
